SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
11.000000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
12.000000;21;10680;0.474667;4999;5002;0;0;0;0;0;0;0
12.200000;21;10680;0.474667;4934;5002;0;0;0;0;0;0;0
12.400000;21;10680;0.474667;4282;5002;0;0;0;0;0;0;0
12.600000;21;10680;0.474667;2415;5002;0;0;0;0;0;0;0
12.800000;21;10680;0.474667;1000;6323;0;0;0;0;0;0;0
13.000000;21;10680;0.474667;410;10000;0;0;0;0;0;0;0
13.200000;21;10680;0.474667;175;10000;0;0;0;0;0;0;0
13.400000;21;10680;0.474667;94;10000;0;0;0;0;0;0;0
